TPN,Description,115-PCA000007-E   F16S,115-PCA000037-E   PSM02,103-PCA000027-E   PSU,104-PCA000001-E     AC-DC,115-PCA000039-E    A162,115-PCA000084-E   ELAN01,130-PCA000207-E   ELAN04,140-SKU000004-P,141-PCA000002-E    ST63,141-PCA000024-E    ELAN10,170-PCA000002-E   FTU,170-PCA000003-E    OAM,170-PCA000084-E    PFU3,170-PCA000256-E    OFA,170-PCA000003-E    OAM,170-PCA000084-E    PFU3,130-PCA000207-E   ELAN04,104-PCA000001-E     APASU03,104-PCA000002-E  DPSU03,104-PCA000003-E  P02FP,104-PCA000004-E CP8E,170-PCA000002-E   FTU,170-PCA000002-E   FTU,170-PCA000084-E    PFU3,170-PCA000003-E    OAM,160-PCA000049-L,130-PCA000207-E   ELAN04,115-PCA000084-E   ELAN01,104-PCA000025-E,170-PCA000002-E   FTU,170-PCA000003-E    OAM,170-PCA000084-E    PFU3,104-PCA000002-E  DPSU03,115-PCA000037-E   PSM02,104-PCA000003-E  P02FP,001-PCA000062-E  BBT2,130-PCA000205-E DPU12,103-PCA000027-E PSU,103-PCA000036-E LTC8,115-PCA000039-E A162,170-PCA000256-E OFA,141-PCA000002-E ST63
999-BVC000094-E,"Oscillator TCXO STRATUM-III 20 MHz 3.3 V 4.6 PPM 4-pad SMD without tri-state control, Commerical Grade",,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
999-BVC000096-E,"3.3 V, 156.25 MHz /312.5 MHz LVPECL Clock Oscillator",,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-BVC000108-E,"Oscillator, 62.5MHz, LVDS, 2.5V, 7mmx5mm,SMD,45/55 ",,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
999-BVC000167-E,"Oscillator TCXO STRATUM-III 20 MHz 3.3 V 4.6 PPM 4-pad SMD without tri-state control, commerical Grade",,,,,,,,,,,,1,,,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,,
999-BVC000169-E,"Oscillator, 24.576MHz,3.3V,+/-50ppm,45/55%duty sycle,commercial grade,3.2mmx5mm",,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-BZC000042-X,CABLE TIE NON-RELEASE 3MM,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,
999-CAC000001-E,CONN UNSHROUDED  HEADER 1X8 STRAIGHT,,,,,2,1,1,,,,1,1,,,1,,1,,,,1,1,1,,1,1,1,1,,1,1,,,,,,,,1,2,,
999-CAC000004-E,CONN UNSHROUDED HEADER 2X5 STRAIGHT,,,,,1,1,1,1,1,,,,,1,,,1,,,1,1,,,,,1,1,1,,,,,,,1,,,,1,1,1,1
999-CAC000006-E,CONN UNSHROUDED HEADER 1X2 STRAIGHT,,,1,,3,3,2,,,,,,,1,,,2,,,,2,,,,,,2,3,,,,,,,,,,1,5,3,1,
999-CAC000008-E,CONN Universal Power Module Header Rt Angle lower current rating (Max 7.8A),,,,,1,,,,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,1
999-CAC000013-E,CONN UNSHROUDED HEADER 1X3 STRAIGHT,,,,,,2,,6,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,
999-CAC000021-E,CONN DISCRETE CABLE HEADER 3 PIN,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,2,,,
999-CAC000053-E,CONN UNSHROUDED HEADER 1X9 DIA 0.46 STRAIGHT,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,,
999-CAC000054-E,CONN Press-Fit 96 PIN Euro Female Rt Angle,,1,,,,,2,,,,,,,,,,2,,,,2,,,,,,2,,,,,,,1,,,,,2,,,
999-CAC000058-E,Housing Type N Female,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,
999-CAC000059-E,RECEPTACLE Power Contact Type N Female  Rt Angle,,,,,,2,2,,,,,,,,,,2,,,,,,,,,,2,2,,,,,,,,,,,,,,
999-CAC000061-E,RECEPTACLE Power Contact TYPE N Female Rt Angle MFBL,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,
999-CAC000069-E,CONN 15 Pin D-Sub Female Rt Angle  PCB Mount ,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
999-CAC000070-E,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
999-CAC000086-E,CONN UNSHROUDED HEADER 1X6 STRAIGHT,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,2,,,,,
999-CAC000100-E,CONN STACKED 2X1 RJ45 MODULE WITH LED,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,
999-CAC000105-E,CONN MIXED POWER PCB MOUNT RT ANGLE MALE,,,1,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,1,1,1,,,
999-CAC000106-E,DUAL PORT 9 PIN D-SUB RT ANGLE PCB MOUNT CONN Dual Stacked,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
999-CAC000107-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
999-CAC000108-E,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
999-CAC000111-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
999-CAC000119-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
999-CAC000121-E,CONN Right Angled Power D Two M+ One F Contact TH,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,1,1,,,,
999-CAC000125-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
999-CAC000128-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,
999-CAC000153-E,CONN FEMALE SCREW LOCK 4-40 UNC D-SUB,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,2,2,,,,
999-CAC000154-E,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
999-CAC000158-E,CONN EURO 96-pin MALE RIGHT connector,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,,,,,
999-CAC000161-E,CONN FG GUIDE RECEPTACLE,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
999-CAC000173-E,CONN UNSHROUDED  HEADER 2X8 STRAIGHT,,,,,,1,1,1,,1,,,,,,,1,,,,,,,,,1,1,1,,,,,,,,,,,1,,,
999-CAC000178-E,Test Socket 2 Test Points Right Angle Of Access  Mounting PCB TH  PB Series,,,,,,,,,,,,,1,,,1,,,,,,,,1,,,,,,,,1,,,,,2,,,,,
999-CAC000189-E,CONN 120 pin board stack 5mm header,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
999-CAC000192-E,CONN SFP Cage Single Assembly,,,,,2,2,,,,2,,,,,,,,,,2,2,,,,,,,2,,,,,,,2,,,,2,2,,
999-CAC000193-E,CONN SFP Single 20 Position 0.8mm Pitch Right Angle SMD,,,,,2,2,4,,,2,,,,,,,4,,,2,2,,,,,,4,2,,,,,,,2,,,,2,2,,
999-CAC000206-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
999-CAC000210-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
999-CAC000222-E,CONN Mini Combicon Plug 3 Position 3.81mm Pitch Screw connection,,,,,,,,,                         ,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,
999-CAC000224-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-CAC000228-E,CONN UNSHROUDED HEADER 1X7 DIA 0.46 STRAIGHT,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,
999-CAC000234-E,CONN_2PINHEADER_SINGLEROW_2.54MMPITCH_SMT,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
999-CAC000242-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
999-CAC000243-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
999-CAC000254-E,Conn Dust Cap RJ45 Low Profile,,,,,,,0,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,
999-CAC000266-E,Conn stacked 2x2 RJ45 shielded without LED,,,,,,,,,,,,1,,,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,,
999-CAC000268-E,CONN Mounting Kit TO-220 Package,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,
999-CAC000276-E,CONN 100 PIN EDGE MOUNT APTERA,,,,,,1,1,,,,,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,
999-CAC000278-E,"CONN 4-Port RJ45 Combo with LEDs, 1CT:1CT GR1089 Protection",,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,
999-CAC000279-E,CONN RJ45 Vertical 8/8 Unshielded TH Low Profile without LED,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
999-CAC000286-E,CONN UNSHROUDED HEADER 1X8 STRAIGHT,,,,,,,,,,2,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
999-CAC000289-E,CONN Press-Fit RoHS Compliant 96 Pin Euro Female Rt Angle,,,,,,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,
999-CAC000291-E,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
999-CAC000294-E,CONN RoHS Compliant Shorting Stub,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-CAC000302-E,CONN RoHS Compliant Header 2x5 Vertical Shrouded 2.54mm Pitch TH,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-CAC000309-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-CAC000312-E,CONN RoHS Compliant RJ 45 INV MOD JACK 8/8 RT WITH LED TH,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,
999-CAC000323-E,Connector header straight 2X8 mate and lock pitch 4.2mm,,,,1,,,,,,,,,,,,,,1,1,,1,,,,,,,,1,,,,1,,,,,,,,,
999-CAC000328-E,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,
999-CAC000329-E,Dragonfly Version 07 Male Rt angle Push mount PCB TH,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,
999-CAC000336-E,CONN 120 Pin Board Stack 15 MM Receptacle,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
999-CAC000338-E,CONN Receptacle 2x5 2.54mm Pitch RT TH,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-CAC000343-E,Air Max Guide pin right angle receptacle.,,,,,2,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,2,,
999-CAC000345-E,CONN UNSHROUDED HEADER 1X2 STRAIGHT,,,,,,,,,,,,1,,,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,,
999-CAC000352-E,CONN 48 Pin EURO Male Straight,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-CAC000366-E,CONN FG GUIDE RECEPTACLE,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-CAC000369-E,3-ROW DIN 48-PIN TYPE R TH HOLE ST FEMALE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-CAC000370-E,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
999-CAC000378-E,"Conn SFP Cage, 1x4, Pressfit",,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,
999-CAC000383-E,"Bergstack receptacle, 2x70 pins, 4.7mm profile",,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,
999-CAC000384-E,"Bergstack header, 2x 70 pins, 4.7mm profile",,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,
999-CAC000400-E,Connector 8A 3pin single row Male Rt angle Solderable TH,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,
999-CAC000406-E,"Bergstak Receptacle, 80-pin (2x40), Height=11.7mm, Pitch(Pin to Pin)=0.8mm, SMT",,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,
999-CAC000407-E,"Bergstak Plug, 40-pin (2x20), Height=5.7mm, Pitch(Pin to Pin)=0.8mm, SMT",,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,
999-CAC000413-E,MicroSD Socket,,,,,,1,1,1,,,,,,,,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,
999-CAC000418-E,"Connector AirMax 150 pin 22mm, Male right angle with sidewall",,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
999-CAC000419-E,"Conn, RJ45 with integrated Gigabit Magnetics, 1x4, with 2 Bicolor G/Y LEDs per port",,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,
999-CAC000436-E,Xcede L-series right-angle female with power + guide + 55 pin module,,,,,,,,,,,,1,,1,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,1,
999-CAC000437-E,55 pin Xcede L-series right-angle (receptacle) female,,,,,,,,,,,,1,,,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,,
999-CAC000476-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-CAC000487-E,CONN AC Power entry 3pin IEC C14 Type without fuse holder,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,
999-CAC000498-E,Board Stacker 5.08mm Stacker height ; 2.54 mm Pitch Single Row 10 Pin TH,,,,,,,,,,,,2,,,2,,,,,,,,,,2,,,,,,2,,,,,,,,,,,
999-CAC000505-E,"CONN 2x4 Stacked RJ45 with LED,125mil lead length",,,,,,,,,,,,1,,,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,,
999-CAC000554-E,"Power Blade Connector, 2P-12S-2P , Female",,,,,,,,,,,,,1,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,
999-CAC000556-E,"4 row, 160 pin, .050inch pitch right angle female Molex LFH connector ",,,,,,,,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
999-CAC000559-E,"Connecto 2 Left power contacts, 12 signal contact, 2 right power contacts (Receptacle)",,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,
999-CAC000580-E,"Connector,1X2 RJ45 Connector with LED below the cable connector",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-CAC000597-E,"2X8 Dubox Vertical Card Connector, SMT, Double row, Dual entry with mounting hole",,,,,,,,,,,,1,,,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,,
999-CAC000608-E,"Connector ,2x8 pins 2.54mm pitch dual row SMT unshrouded Header with mounting holes",,,,,,,,,,,,1,,,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,,
999-CAC000630-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-CAC000658-E,"Connector, USB Type A receptacle, Side Mount, Through hole, 5 pins, 1.6mm PCB",,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,
999-CAC000659-E,"CONN ZPACK Slim UHD RA Female Receptacle, 96-pin, Thru Hole, Common Speed, Press-fit",,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1
999-CAC000667-E,"ZPACK silm UHD connector, Male, Right angle, 96 contacts with all Level 3 contacts",,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
999-CAC000670-E,CONN 4 pin wire-to-board header vertical,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-CAC000683-E,"Connector,3-pin audio jack, PCB mount, 3mm non threaded",,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-CAC000684-E,Connector Single Port Low Profile RJ45 with in-built GigE Magnetics,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-CAC000718-E,FINGER GAURD FOR 92mm FAN,,,,,,,,,,,3,,,,,,,,,,,3,3,,,,,,,3,,,,,,,,,,,,
999-CAC000784-E,"4 Pin Header, 2.50mm Pitch, P9055 Series",,,,,,,,,,,6,,,,,,,,,,,6,6,,,,,,,6,,,,,,,,,,,,
999-CAC000814-E,"CONN, Dual row header,2x35 pin with 13.8+/-0.2 mm stacking height, SMT",,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-CAC000815-E,"CONN, Dual row socket ,2x35 pin with 4.6 mm stacking height, SMT",,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-CAC000833-E,"Connector 1 Left power contacts, 8 signal contact, 1 right power contacts ",,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-CAC000904-E,CONN EURO 96-pin MALE RIGHT connector,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-CAC000905-E,CONN 2x1 SFP Integrated Cage and Connector Press Fit,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-CAC000909-E,CONN 3-ROW DIN 48-PIN TYPE R SOLDER TO BOARD RIGHT ANGLED RECEPTACLE,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-CAC000941-E,Connector 125A 1000V 15mm pinpitch 9pin three row Male Rt angle Solderable TH,,,,,,,,,,,,,1,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,
999-CAC000958-E,1x2 Right Angled RJ45 Connector without LEDs,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-CAC000992-E,"CONN, Board Spacer Right angled, 4 pins single row, 3A current rating , 5.08mm Pin Pitch",,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-CAC001038-E,"Plug component,  Nominal current 125 A, Rated voltage (III/2) 1000 V,
Number of positions 3,  Pitch 15 mm.",,,,,,,,,,,,,1,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,
999-CAC001039-E,CONN DISCRETE CABLE HEADER 3 PIN,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,
999-CAC001098-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-CAC001244-E,"CONN UNSHROUDED HEADER 1X6 STRAIGHT, High Temperature",,,,,,,,,,,,,1,,,1,,,,,,,,1,,,,,,,,1,,,,,,,,,,
999-CAC001281-E,Xcede guide module- Right angle without polarization,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
999-CAC001283-E,BOX CONTACT SOCKET( MMS-115-01-L-DV),,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,4,
999-CBC000001-E,LED Bi-colour Red/Green 2.1v 25mA  4 pin SMD,,,2,,9,8,1,1,2,3,,1,,1,1,,1,,,,1,,,,1,3,1,8,,,1,,,,,,,2,5,9,1,2
999-CBC000010-E,Optical Light Pipe 3mm round bi-level,,,1,,3,3,,,,,,,,,,,,,,,,,,,,1,,3,,,,,,,,,,1,,3,,
999-CBC000028-E,LED 2mm Orange HE SMD LED12062.0V 20mA ,,,,,1,1,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,
999-CBC000029-E,LED 2mm Yellow HE SMD LED12062.2V 20mA ,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-CBC000045-E,Right-Angled SMD Bicolor 3.2x1.0x1.7mm,,,,,,,4,5,,,,5,1,8,5,1,4,,,,,,,1,5,,4,,,,5,1,,,,,,,11,,8,
999-CBC000046-E,"Bi-Level, Bi-Color(RED and GREEN) LED, 2-Leaded",,1,,,,,1,,1,2,,,,1,,,1,,,,,,,,,,1,,,,,,,1,,,2,,,,1,1
999-CBC000049-E,Right-Angled SMD Bicolor 3.2x1.0x1.7mm,,,,,,,,,,,,,,,,,,,,4,9,,,,,,,,,,,,,,4,,,,,,,
999-CBC000053-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,
999-CBC000055-E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,
999-CBC000071-E,LED 3mm Quad Level R/G Bicolor TH stacker,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-CBC000092-E,"LED, Right-Angled, 3.0x1.0x2.0mm Bicolor, Yellow-Green, SMD",,,,,,,4,,,,,,,,,,4,,,,,,,,,,4,,,,,,,,,,,,,,,
999-CBCLP0002-E,LED Holder Panel Mount with Dia 5mm LED Clip,,,,,,,,,,,1,,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,
999-CECCAC019-M,"Micro-Wire Saddle, nylon material,Flame retardent",,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,19,
999-CECNSS001-M,NUT HEX SST M2.5,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,4,2,,
999-CECNSS002-M,NUT HEX SST M3,,,,1,,,,,,,,,2,,,2,,1,,,,,,2,,4,,,1,,,2,,,,,,,4,,,
999-CECNSS011-M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,
999-CECSCX006-M,SCREW CSK XR SST M2.5X5,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2
999-CECSCX009-M,SCREW CSK XR SST M2.5X10,,2,,,,,2,,,,,,,,,,2,,,,,,,,,,2,,,,,,,2,,,,,,,,
999-CECSCX014-M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,7,,,
999-CECSCX045-M,SCREW CSK XR SST SHORT  HEAD M3X6,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-CECSMX007-M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,
999-CECSMX008-M,SCREW COMBI XR SST M2.5X8,,,,,,,,,,,,,10,,,10,,,,,,,,10,,,,,,,,10,,,,,,,,,,
999-CECSMX012-M,SCREW COMBI XR SST M3X4,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-CECSMX013-M,SCREW COMBI XR SST M3X5,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,
999-CECSMX014-M,SCREW COMBI XR SST M3X6,,,,,,,,29,,,6,,,6,,,,,,,,6,6,,,,,,,6,,,,,,,,,9,,6,
999-CECSMX015-M,SCREW COMBI XR SST M3X8,7,2,14,2,2,2,,,1,1,,,,,,,,2,2,,,,,,,,,2,2,,,,2,2,,6,,14,2,2,,1
999-CECSMX016-M,SCREW COMBI XR SST M3X10,,12,,1,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,12,,,,,,,,
999-CECSMX017-M,SCREW COMBI XR SST M3X12,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,
999-CECSMX020-M,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,
999-CECSMX021-M,SCREW COMBI XR SST M3X25,,,,,,,,,,,12,,,,,,,,,,,12,12,,,,,,,12,,,,,,,,,,,,
999-CECSMX022-M,SCREW COMBI XR SST M3X30,,,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,,,,2,,,,,,,,,,
999-CECSPP008-M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-CECSPP010-M,SPACER 6 HEX M2.5x13,,,,,,4,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,
999-CECSPP011-M,SPACER 5x10 M2.5x13,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
999-CECSPP016-M,SPACER 6 HEX M2.5x27.5,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,
999-CECSPP025-M,SPACER 6 HEX M2.5x13,,,,,,,2,,,,,,,,,,2,,,,,,,,,,2,,,,,,,,,,,,,,,
999-CECSPP029-M,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,
999-CECSPP070-M,SPACER 6 HEX M2.5x14,,,,,,,4,,,,,,,,,,4,,,,,,,,,,4,,,,,,,,,,,,,,,
999-CECSPX003-M,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,,
999-CECSPX006-M,SCREW PAN XR SST M2.5X5,,,,,,,,,,,,8,,,8,,,,,,,,,,8,,,,,,8,,,,,,,,,,,
999-CECSPX007-M,SCREW PAN XR SST M2.5X6,,,3,,,12,,,2,2,,,,,,,,,,,,,,,,,,12,,,,,,,,,,3,,,,2
999-CECSPX008-M,SCREW PAN XR SST M2.5X8,,15,,,,,,,,,,,2,,,2,,,,,,,,2,,,,,,,,2,,15,,,7,,,,,
999-CECSPX009-M,SCREW PAN XR SST M2.5X10,,2,,,2,2,2,,,,,,,,,,2,,,,,,,,,,2,2,,,,,,2,,,,,,2,,
999-CECSPX010-M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
999-CECSPX049-M,SCREW PAN XR SST M2.5x20,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,
999-CECSPX054-M,SCREW FLAT HEAD XR SST M2.5x6,,,,,,,12,,,,,,,,,,12,,,,,,,,,,12,,,,,,,,,,,,,,,
999-CECSRX011-M,SOUTHCO CAPTIVE SCREW WITHOUT BARREL M3,,,,,,,,,,,,2,2,,2,2,,,,,,,,2,2,,,,,,2,2,,,,,,,,,,
999-CECSRX012-M,Adjustable Compression Latches with Nylon Knob.,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-CECWPS000-M,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,4,,,
999-CECWPS005-M,WASHER PLAIN SST M2.5,,4,,,2,14,,,,,,,2,,,2,,,,,,,,2,,,,14,,,,2,,4,,,,,2,2,,
999-CECWPS016-M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,
999-CFC000005-M,Heat Sink -LTPSU,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,
999-CFC000019-M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999-CFC000020-M,BGA Heatsink,,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
